encounter_file,rate_walk,land_lvl0,land_species0,land_lvl1,land_species1,land_lvl2,land_species2,land_lvl3,land_species3,land_lvl4,land_species4,land_lvl5,land_species5,land_lvl6,land_species6,land_lvl7,land_species7,land_lvl8,land_species8,land_lvl9,land_species9,land_lvl10,land_species10,land_lvl11,land_species11,swarm_species0,swarm_species1,land_species_morn0,land_species_morn1,land_species_nite0,land_species_nite1,radar_species0,radar_species1,radar_species2,radar_species3,rate_form0,rate_form1,rate_form2,rate_form3,rate_form4,unown_tbl,ruby0,ruby1,sapphire0,sapphire1,emerald0,emerald1,firered0,firered1,leafgreen0,leafgreen1,rate_surf,lvl_max_surf0,lvl_min_surf0,species_surf0,lvl_max_surf1,lvl_min_surf1,species_surf1,lvl_max_surf2,lvl_min_surf2,species_surf2,lvl_max_surf3,lvl_min_surf3,species_surf3,lvl_max_surf4,lvl_min_surf4,species_surf4,rate_oldrod,lvl_max_oldrod0,lvl_min_oldrod0,species_oldrod0,lvl_max_oldrod1,lvl_min_oldrod1,species_oldrod1,lvl_max_oldrod2,lvl_min_oldrod2,species_oldrod2,lvl_max_oldrod3,lvl_min_oldrod3,species_oldrod3,lvl_max_oldrod4,lvl_min_oldrod4,species_oldrod4,rate_goodrod,lvl_max_goodrod0,lvl_min_goodrod0,species_goodrod0,lvl_max_goodrod1,lvl_min_goodrod1,species_goodrod1,lvl_max_goodrod2,lvl_min_goodrod2,species_goodrod2,lvl_max_goodrod3,lvl_min_goodrod3,species_goodrod3,lvl_max_goodrod4,lvl_min_goodrod4,species_goodrod4,rate_superrod,lvl_max_superrod0,lvl_min_superrod0,species_superrod0,lvl_max_superrod1,lvl_min_superrod1,species_superrod1,lvl_max_superrod2,lvl_min_superrod2,species_superrod2,lvl_max_superrod3,lvl_min_superrod3,species_superrod3,lvl_max_superrod4,lvl_min_superrod4,species_superrod4
78,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
79,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
80,15,35,SPECIES_HAUNTER,35,SPECIES_BRONZONG,36,SPECIES_HAUNTER,37,SPECIES_GOLBAT,37,SPECIES_HAUNTER,37,SPECIES_GOLBAT,38,SPECIES_GOLBAT,36,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,38,SPECIES_DUSCLOPS,38,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
81,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
82,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
83,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
84,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
85,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
86,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
87,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
88,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
89,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
90,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
91,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
92,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
93,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
94,15,45,SPECIES_HAUNTER,45,SPECIES_BRONZONG,46,SPECIES_HAUNTER,45,SPECIES_GOLBAT,47,SPECIES_HAUNTER,46,SPECIES_GOLBAT,47,SPECIES_GOLBAT,46,SPECIES_CHIMECHO,47,SPECIES_DUSCLOPS,45,SPECIES_CHIMECHO,48,SPECIES_DUSCLOPS,47,SPECIES_CHIMECHO,SPECIES_HAUNTER,SPECIES_BRONZONG,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_GOLBAT,SPECIES_HAUNTER,SPECIES_GOLBAT,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,100,100,0,0,0,0,SPECIES_SOLROCK,SPECIES_SOLROCK,SPECIES_LUNATONE,SPECIES_LUNATONE,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,SPECIES_DUSCLOPS,SPECIES_CHIMECHO,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE,0,0,SPECIES_NONE
